COMMUNE;ARM;IRIS;ACHL;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM_15;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP16M;INP18M;INP19M;INP24M;INP3M;INP60M;INP65M;INP6M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;IRANM;METRODOM;NBPI;RECHM;REGION;REGION2016;SANI;SANIDOM;SEXEM;STAT_CONJM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC
77288;ZZZZZ;772880301;212;2012;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;C;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;1;1;1;2;1;1;0;0;1;0;1;3;2;1;1;0;3.81207032423099;1;M;03;0;11;11;1;ZZ;1;A;10;3;21;Z;Z;770321;3;2;1;Z
77288;ZZZZZ;772880301;211;1992;8;65;023;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;C;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.81207032423099;1;M;03;9;11;11;2;ZZ;2;B;10;3;21;Z;Z;770321;3;2;1;Z
77288;ZZZZZ;772880301;212;2007;9;40;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;C;Z;Z;Z;16;2;2;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.81207032423099;1;M;03;Z;11;11;2;ZZ;2;B;10;3;11;1;2;770321;3;2;0;Z
77288;ZZZZZ;772880301;211;0000;0;YY;999;99;2;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.81208657545461;Y;M;01;Y;11;11;2;ZZ;Y;Y;00;2;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;211;0000;0;YY;999;99;2;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.81208657545461;Y;M;01;Y;11;11;2;ZZ;Y;Y;00;2;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;211;2005;9;40;010;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;16;1;2;Z;2;2;3;1;0;0;0;3;1;0;0;0;0;0;2;3;1;2;2;1;3.81207032423099;1;M;04;Z;11;11;2;ZZ;1;A;10;5;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;212;2007;9;40;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;16;1;2;Z;3;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.81207032423099;1;M;03;Z;11;11;2;ZZ;2;B;10;3;11;1;5;770321;3;2;1;Z
77288;ZZZZZ;772880301;211;2015;9;25;000;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3.81207032423099;5;M;04;Z;11;11;2;ZZ;1;B;21;4;11;1;4;770321;3;2;2;Z
77288;ZZZZZ;772880301;212;1987;7;55;028;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;3.81207032423099;1;M;04;0;11;11;2;ZZ;2;B;10;4;21;Z;Z;770321;3;2;1;Z
77288;ZZZZZ;772880301;211;1980;7;65;032;05;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;A;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.01123254230773;1;M;03;9;11;11;2;ZZ;2;B;10;5;21;Z;Z;770321;2;1;1;Z
77288;ZZZZZ;772880301;211;2006;9;40;005;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;A;Z;Z;Z;ZZ;2;2;Z;Z;1;6;0;0;0;0;3;1;0;0;0;0;0;2;3;1;2;2;1;3.04935535771154;1;M;02;0;11;11;2;ZZ;1;B;21;3;25;Z;Z;770321;3;2;1;Z
77288;ZZZZZ;772880301;112;2006;9;25;007;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;2;2;Z;1;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.55911263007403;4;M;03;Z;11;11;2;ZZ;1;B;10;3;11;1;2;770321;3;1;0;Z
77288;ZZZZZ;772880301;111;2012;9;25;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;15;2;2;Z;1;1;6;0;2;2;2;1;2;1;0;0;2;0;1;3;1;2;1;1;2.77221956709031;1;M;03;Z;11;11;2;ZZ;2;B;21;5;11;2;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;212;1987;7;55;028;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;3.81207032423099;1;M;04;0;11;11;2;ZZ;2;B;10;4;21;Z;Z;770321;3;2;1;Z
77288;ZZZZZ;772880301;211;2004;9;25;007;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;A;Z;Z;Z;15;2;2;Z;2;2;4;0;2;2;2;2;2;1;0;0;2;0;2;4;1;3;2;2;3.04935535771154;1;M;03;Z;11;11;2;ZZ;1;A;21;3;11;1;5;770321;3;2;0;Z
77288;ZZZZZ;772880301;112;2009;9;25;004;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;2;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.55911263007403;1;M;02;Z;11;11;2;ZZ;2;B;23;2;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;111;2008;9;55;006;02;2;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;C;Z;Z;Z;16;2;2;Z;1;1;6;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;2.77221956709031;1;M;01;Z;11;11;2;ZZ;2;B;21;1;11;1;2;770321;3;2;3;Z
77288;ZZZZZ;772880301;212;2013;9;20;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;ZZ;2;2;3;Z;2;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;3.81207032423099;1;M;02;0;11;11;2;ZZ;2;B;21;2;22;Z;Z;770321;3;2;0;Z
77288;ZZZZZ;772880301;211;2008;9;25;003;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;B;Z;Z;Z;12;2;2;Z;2;2;1;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;1;0;3.04935535771154;1;M;01;Z;11;11;2;ZZ;1;B;21;2;11;1;3;770321;3;2;0;Z
77288;ZZZZZ;772880301;111;2011;9;55;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;ZZ;2;2;Z;Z;2;2;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;3.55911263007403;1;M;03;9;11;11;2;ZZ;2;B;10;3;25;Z;Z;770321;3;2;0;Z
77288;ZZZZZ;772880301;211;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.04936835740766;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;211;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.04936835740766;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;211;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.04936835740766;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;212;2010;9;55;001;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;D;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;1;0;0;0;1;2;1;1;1;0;3.04935535771154;4;M;06;0;11;11;2;ZZ;1;A;10;7;21;Z;Z;770321;1;1;1;Z
77288;ZZZZZ;772880301;212;2011;9;65;004;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;1;2;Z;Z;2;6;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;3.81207032423099;1;M;06;9;11;11;2;ZZ;1;A;10;6;21;Z;Z;770321;1;1;1;Z
77288;ZZZZZ;772880301;112;2011;9;40;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;A;Z;Z;Z;16;1;2;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.01123254230773;2;M;01;Z;11;11;2;ZZ;1;B;21;1;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;316;2009;9;55;004;01;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;D;Z;Z;Z;ZZ;1;1;Z;Z;2;1;0;0;0;0;2;0;0;2;0;0;0;0;2;1;1;0;0;0.92355838502505;1;M;01;9;11;11;2;ZZ;1;A;22;1;21;Z;Z;770321;3;2;0;Z
77288;ZZZZZ;772880301;311;2013;9;40;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;B;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;2.77221956709031;1;M;01;1;11;11;2;ZZ;2;B;21;2;12;Z;Z;770321;3;2;0;Z
77288;ZZZZZ;772880301;314;2009;9;25;004;01;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;D;Z;Z;Z;16;2;1;Z;3;2;6;1;1;2;2;2;2;0;0;0;0;0;2;4;0;4;1;2;0.92355838502505;1;M;03;Z;11;11;2;ZZ;2;B;22;4;11;1;5;770321;3;2;0;Z
77288;ZZZZZ;772880301;311;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;2.77223138532981;Y;M;01;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;314;2009;9;25;004;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;C;Z;Z;Z;ZZ;1;1;Z;Z;2;1;0;0;0;0;2;0;0;0;0;0;0;1;2;1;1;0;0;0.92355838502505;1;M;03;1;11;11;2;ZZ;1;A;22;3;12;Z;Z;770321;3;2;1;Z
77288;ZZZZZ;772880301;212;0000;0;YY;999;99;2;Z;Z;H;2;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.81208657545461;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;1;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;212;2007;9;55;005;02;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;A;Z;Z;Z;16;1;2;Z;3;2;2;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;3.01123254230773;1;M;02;Z;11;11;2;ZZ;2;B;21;4;11;1;5;770321;3;2;0;Z
77288;ZZZZZ;772880301;314;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;0.92356232224356;Y;M;05;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;111;2013;9;20;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;ZZ;2;2;1;Z;2;6;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;2.77221956709031;4;M;01;9;11;11;2;ZZ;2;B;21;1;22;Z;Z;770321;3;2;0;Z
77288;ZZZZZ;772880301;212;2009;9;40;006;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;16;2;2;Z;3;2;2;0;0;0;0;2;1;0;0;0;0;0;2;2;2;0;1;0;3.81207032423099;1;M;02;Z;11;11;2;ZZ;1;B;21;1;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;311;2005;9;25;007;02;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;15;1;2;Z;3;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3.01123254230773;1;M;02;Z;11;11;2;ZZ;1;A;21;3;11;2;5;770321;3;2;1;Z
77288;ZZZZZ;772880301;311;2008;9;40;005;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;B;Z;Z;Z;21;1;2;Z;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0.92355838502505;1;M;03;Z;11;11;2;ZZ;1;B;10;4;11;1;5;770321;3;2;1;Z
77288;ZZZZZ;772880301;111;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;2.77223138532981;Y;M;01;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;311;2010;9;25;002;01;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.01123254230773;1;M;03;Z;11;11;2;ZZ;2;B;10;4;11;1;5;770321;3;2;0;Z
77288;ZZZZZ;772880301;314;2012;9;25;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;1;2;Z;1;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0.92355838502505;5;M;03;Z;11;11;2;ZZ;1;B;21;4;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;212;2006;9;25;006;02;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;13;1;2;Z;2;2;2;1;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;1;3.01123254230773;1;M;02;Z;11;11;2;ZZ;1;B;21;3;11;2;4;770321;3;2;2;Z
77288;ZZZZZ;772880301;315;2009;9;55;004;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;21;1;2;Z;1;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;2;0;2;0;0.92355838502505;1;M;03;Z;11;11;2;ZZ;1;B;10;5;11;1;4;770321;3;2;2;Z
77288;ZZZZZ;772880301;311;2011;9;20;001;00;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;B;Z;Z;Z;16;1;2;Z;3;2;1;0;0;0;0;2;2;0;0;0;0;0;2;2;1;1;2;0;3.01123254230773;3;M;02;Z;11;11;2;ZZ;1;B;21;3;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;314;2010;9;25;003;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;A;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;1;0;0.92355838502505;1;M;03;2;11;11;2;ZZ;1;B;21;4;12;Z;Z;770321;3;2;1;Z
77288;ZZZZZ;772880301;212;2011;9;25;001;00;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3.01123254230773;2;M;02;Z;11;11;2;ZZ;1;B;21;3;11;1;2;770321;3;2;2;Z
77288;ZZZZZ;772880301;314;2008;9;25;005;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;B;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0.92355838502505;1;M;02;Z;11;11;2;ZZ;1;B;21;2;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;311;2008;9;40;004;01;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;22;1;2;Z;2;1;6;1;0;0;0;3;1;0;0;0;0;0;2;3;2;1;2;1;3.01123254230773;1;M;05;Z;11;11;2;ZZ;1;B;21;7;11;1;4;770321;3;2;2;Z
77288;ZZZZZ;772880301;314;2012;9;20;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;15;1;2;Z;2;1;6;0;0;0;0;2;2;0;0;0;0;0;2;2;1;1;2;0;0.92355838502505;1;M;02;Z;11;11;2;ZZ;1;B;21;3;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;311;2011;9;25;001;00;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;16;1;2;Z;3;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.01123254230773;2;M;02;Z;11;11;2;ZZ;2;B;10;3;11;1;4;770321;3;2;0;Z
77288;ZZZZZ;772880301;314;2011;9;25;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;2;0;2;0;0.92355838502505;1;M;02;Z;11;11;2;ZZ;1;B;21;2;11;1;2;770321;3;2;1;Z
77288;ZZZZZ;772880301;311;2011;9;25;001;00;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;1;2;Z;3;2;2;0;2;3;3;2;3;0;0;0;0;0;2;5;2;3;2;3;3.01123254230773;3;M;03;Z;11;11;2;ZZ;1;A;21;3;11;1;5;770321;3;2;1;Z
77288;ZZZZZ;772880301;311;2010;9;25;002;01;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;22;1;2;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.01123254230773;1;M;03;Z;11;11;2;ZZ;2;B;10;3;11;1;2;770321;3;2;1;Z
77288;ZZZZZ;772880301;211;2010;9;25;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;22;2;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.04935535771154;3;M;02;Z;11;11;2;ZZ;1;B;21;2;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;211;2009;9;20;003;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;ZZ;2;2;Z;Z;1;6;0;1;1;1;1;2;1;0;0;1;0;0;2;1;1;0;0;3.01123254230773;1;M;02;1;11;11;2;ZZ;2;B;21;3;25;Z;Z;770321;3;2;0;Z
77288;ZZZZZ;772880301;211;2011;9;40;002;01;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;D;Z;Z;Z;16;2;2;Z;3;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.55911263007403;1;M;01;Z;11;11;2;ZZ;1;A;21;1;11;1;5;770321;3;2;1;Z
77288;ZZZZZ;772880301;111;2012;9;25;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;16;2;2;Z;1;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;2.77221956709031;1;M;02;Z;11;11;2;ZZ;2;B;21;2;11;1;1;770321;3;2;0;Z
77288;ZZZZZ;772880301;211;2013;9;40;002;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;D;Z;Z;Z;16;2;2;Z;1;2;3;1;0;1;1;1;1;0;0;0;0;0;1;2;0;2;1;1;3.81207032423099;1;M;03;Z;11;11;2;ZZ;2;B;21;4;11;1;2;770321;3;2;0;Z
77288;ZZZZZ;772880301;111;2010;9;55;005;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;C;Z;Z;Z;16;1;2;Z;3;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.81207032423099;1;M;04;Z;11;11;2;ZZ;1;B;10;4;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;111;1948;4;80;063;08;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3.04935535771154;1;M;03;0;11;11;2;ZZ;2;B;10;4;21;Z;Z;770321;2;1;0;Z
77288;ZZZZZ;772880301;111;2007;9;40;007;02;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;D;Z;Z;Z;22;1;2;Z;1;2;2;3;0;0;1;4;3;0;0;0;0;0;1;5;1;4;1;3;2.77221956709031;1;M;07;Z;11;11;2;ZZ;1;A;10;7;11;1;3;770321;1;1;1;Z
77288;ZZZZZ;772880301;112;2004;9;40;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;2;Z;1;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;0;2;2;0;3.01123254230773;1;M;03;Z;11;11;2;ZZ;2;B;30;3;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;212;2007;9;40;006;02;1;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;D;Z;Z;Z;15;1;2;Z;1;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.55911263007403;1;M;03;Z;11;11;2;ZZ;2;B;21;2;11;1;2;770321;3;2;1;Z
77288;ZZZZZ;772880301;111;0000;0;YY;999;99;2;Z;Z;H;4;Z;2;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.81208657545461;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;1;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;112;2010;9;55;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;2;2;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.01123254230773;1;M;04;Z;11;11;2;ZZ;2;B;21;5;11;1;2;770321;3;2;1;Z
77288;ZZZZZ;772880301;212;0000;0;YY;999;99;1;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.55912780291459;Y;M;01;Y;11;11;2;ZZ;Y;Y;00;1;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;111;2012;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;16;2;2;Z;3;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.81207032423099;1;M;02;Z;11;11;2;ZZ;1;B;21;2;11;1;5;770321;3;2;0;Z
77288;ZZZZZ;772880301;111;2012;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;2;Z;Z;1;6;0;2;2;2;1;2;1;0;0;2;0;0;3;2;1;0;1;3.81207032423099;1;M;02;9;11;11;2;ZZ;2;B;10;3;25;Z;Z;770321;3;2;1;Z
77288;ZZZZZ;772880301;111;2011;9;40;001;00;2;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;A;Z;Z;Z;16;1;2;Z;1;2;4;0;0;1;1;2;1;0;0;0;0;0;2;3;1;2;2;1;3.01123254230773;3;M;03;Z;11;11;2;ZZ;1;B;21;4;11;1;1;770321;3;2;2;Z
77288;ZZZZZ;772880301;111;2009;9;40;006;02;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;D;Z;Z;Z;16;2;2;Z;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.81207032423099;1;M;01;Z;11;11;2;ZZ;1;B;21;1;11;1;5;770321;3;2;0;Z
77288;ZZZZZ;772880301;111;0000;0;YY;999;99;2;Z;Z;H;2;Z;1;Z;Z;3;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.01124537948261;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;2;YY;Y;Y;770321;3;2;X;Z
77288;ZZZZZ;772880301;111;1986;7;80;029;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;1;0;2;1;1;0;1;3.81207032423099;1;M;03;0;11;11;2;ZZ;1;A;10;3;21;Z;Z;770321;3;2;3;Z
77288;ZZZZZ;772880301;211;1987;7;40;028;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.81207032423099;1;M;03;2;11;11;2;ZZ;2;B;10;2;12;Z;Z;770321;2;2;0;Z
77288;ZZZZZ;772880301;311;2008;9;55;006;02;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;2;0;0;1;0;0;0;1;2;2;0;1;0;2.77221956709031;1;M;03;Z;11;11;2;ZZ;1;A;21;3;11;1;2;770321;3;2;2;Z
77288;ZZZZZ;772880301;312;2012;9;25;002;01;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;1;2;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;2.77221956709031;1;M;02;Z;11;11;2;ZZ;2;B;21;3;11;1;4;770321;3;2;1;Z
77288;ZZZZZ;772880301;311;2013;9;40;001;00;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;16;1;2;Z;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;2.77221956709031;2;M;02;Z;11;11;2;ZZ;1;B;21;2;11;1;5;770321;3;2;1;Z
