COMMUNE;ARM;IRIS;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP16M;INP18M;INP19M;INP24M;INP3M;INP60M;INP65M;INP6M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;MATRM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC
77288;ZZZZZ;772880101;1999;8;40;009;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;16;Z;Z;Z;22;1;2;Z;2;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1,07686053566771;4;M;04;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;1;2;Z
77288;ZZZZZ;772880101;2008;9;20;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;15;Z;Z;Z;ZZ;2;2;Z;Z;2;2;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;3,69686885561343;1;M;02;1;11;2;ZZ;2;21;1;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2009;9;25;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;14;Z;Z;Z;16;1;2;Z;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,07686053566771;1;M;02;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;1991;8;55;020;04;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;14;Z;Z;Z;16;1;2;Z;1;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,55552014598123;2;M;05;Z;11;2;ZZ;1;10;2;11;1;4;770291;1;1;1;Z
77288;ZZZZZ;772880101;2011;9;25;001;00;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;12;Z;Z;Z;12;2;2;Z;3;1;6;0;3;3;3;2;3;2;0;0;3;0;1;5;4;1;1;1;3,51106929578858;1;M;03;Z;11;2;ZZ;1;21;2;11;2;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2005;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;03;Z;Z;Z;ZZ;1;1;Z;Z;2;1;2;0;2;2;3;4;0;0;0;0;0;2;5;0;5;0;0;1,07686053566771;1;M;04;2;11;2;ZZ;2;22;2;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2008;9;40;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;ZZ;1;1;Z;Z;1;6;3;1;1;2;5;5;0;0;0;0;0;3;7;4;3;1;4;1,07686053566771;2;M;04;1;11;2;ZZ;1;22;3;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2005;9;40;007;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;17;Z;Z;Z;16;1;1;Z;1;2;6;1;1;3;4;1;4;0;0;0;0;0;2;5;2;3;1;4;3,51106929578858;3;M;05;Z;11;2;ZZ;2;22;2;11;1;4;770291;2;1;1;Z
77288;ZZZZZ;772880101;2010;9;40;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;2;3;2;0;0;2;0;0;5;3;2;0;1;3,51106929578858;1;M;03;9;11;2;ZZ;1;22;1;25;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;1999;8;25;009;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;17;Z;Z;Z;16;1;2;Z;2;2;2;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;1;0;1,07686053566771;1;M;03;Z;11;2;ZZ;1;23;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;2006;9;25;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;15;Z;Z;Z;16;1;2;Z;3;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1,07686053566771;2;M;04;Z;11;2;ZZ;1;21;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2001;9;40;008;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;16;2;1;Z;1;2;1;2;1;3;4;2;4;0;0;0;0;0;2;6;5;1;1;1;3,69686885561343;1;M;04;Z;11;0;ZZ;1;23;2;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;1986;7;55;024;04;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;02;Z;Z;Z;16;2;2;Z;1;1;6;2;1;2;3;3;4;0;1;0;0;0;1;6;2;4;1;4;1,07686053566771;2;M;04;Z;11;1;ZZ;1;10;2;11;2;2;770291;1;1;1;Z
77288;ZZZZZ;772880101;2005;9;40;006;02;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;14;Z;Z;Z;16;2;1;Z;3;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3,55552014598123;4;M;02;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;1985;7;40;026;04;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;13;Z;Z;Z;16;2;1;Z;2;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;0;2;2;0;3,55552014598123;3;M;04;Z;11;2;ZZ;2;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2002;9;25;009;02;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;02;Z;Z;Z;21;2;2;Z;1;2;2;0;2;2;2;2;2;1;0;0;2;0;1;4;2;2;1;1;3,55552014598123;2;M;03;Z;11;2;ZZ;1;30;2;11;1;2;770291;3;2;2;Z
77288;ZZZZZ;772880101;1985;7;80;024;04;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;ZZ;1;1;Z;Z;2;2;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;3,69686885561343;2;M;04;0;11;2;ZZ;1;22;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;1964;5;65;045;06;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;02;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;3,69686885561343;2;M;03;0;11;2;ZZ;1;22;2;21;Z;Z;770291;3;2;2;Z
77288;ZZZZZ;772880101;1983;7;80;026;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;3,69686885561343;2;M;04;0;11;2;ZZ;1;22;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;1996;8;55;015;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;18;Z;Z;Z;21;1;1;Z;1;2;6;2;0;1;2;2;2;0;0;0;0;0;2;4;2;2;2;2;3,55552014598123;1;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;1;1;1;Z
77288;ZZZZZ;772880101;2007;9;40;005;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;16;1;1;Z;1;1;6;0;3;3;3;2;3;0;0;0;1;0;2;5;2;3;2;3;1,07686053566771;1;M;05;Z;11;2;ZZ;1;22;3;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2000;9;55;012;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;4;0;0;2;0;0;0;2;4;3;1;0;0;1,07686053566771;1;M;05;0;11;2;ZZ;1;22;3;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;1991;8;55;021;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;3,51106929578858;4;M;03;1;11;2;ZZ;1;22;2;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,07685835285714;Y;M;05;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2003;9;25;005;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;17;Z;Z;Z;16;1;2;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,07686053566771;1;M;03;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2006;9;25;005;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;2;2;1;0;2;2;2;2;3;1;0;0;2;0;2;4;1;3;2;1;3,55552014598123;2;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;0000;0;YY;999;99;2;Z;Z;H;4;Z;2;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3,69686136201127;Y;M;02;Y;11;2;ZZ;Y;00;1;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2003;9;55;006;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;11;Z;Z;Z;16;2;2;Z;2;2;2;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;3,69686885561343;2;M;02;Z;11;2;ZZ;1;21;1;11;1;4;770291;1;1;0;Z
77288;ZZZZZ;772880101;2000;9;25;010;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;2;1;Z;1;2;1;1;1;2;2;2;2;1;0;0;1;0;2;4;1;3;2;1;4,46503148935401;2;M;04;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;1997;8;25;013;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;2;2;2;3;2;1;0;0;2;0;2;5;1;4;1;1;4,46503148935401;1;M;04;1;11;2;ZZ;1;22;2;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2009;9;25;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;17;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,07686053566771;1;M;02;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2006;9;55;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;15;2;1;Z;1;1;6;0;0;0;1;3;2;0;0;0;0;0;2;4;3;1;2;0;1,07686053566771;2;M;05;Z;11;2;ZZ;1;22;3;11;2;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;2011;9;40;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;16;2;1;Z;3;1;6;2;1;3;3;2;3;0;0;0;0;0;1;5;2;3;1;3;1,07686053566771;2;M;04;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2008;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;ZZ;2;1;Z;Z;1;6;1;3;3;4;2;4;1;1;1;2;0;0;6;2;4;0;3;1,07686053566771;1;M;04;0;11;2;ZZ;2;22;3;24;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2006;9;25;006;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;03;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;4;4;4;2;4;1;0;0;2;0;2;6;1;5;1;3;1,07686053566771;2;M;05;1;11;2;ZZ;1;22;3;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;1959;4;80;053;07;2;Z;Z;H;1;Z;2;Z;Z;3;Z;Z;12;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;2;0;2;2;0;0;0;3,51106929578858;2;M;05;0;11;2;ZZ;1;10;3;21;Z;Z;770291;1;1;2;Z
77288;ZZZZZ;772880101;2002;9;55;006;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;16;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1,07686053566771;4;M;03;2;11;2;ZZ;2;10;2;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;1995;8;55;016;03;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;11;Z;Z;Z;16;1;1;Z;2;2;1;0;0;0;0;4;2;0;0;0;0;0;4;4;1;3;2;2;3,55552014598123;2;M;05;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;3;1;Z
77288;ZZZZZ;772880101;2005;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;2;3;0;0;0;1;0;2;5;1;4;1;3;1,07686053566771;2;M;05;2;11;2;ZZ;1;22;3;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2001;9;25;011;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;1;1;6;0;3;3;3;2;3;1;0;0;2;0;2;5;4;1;2;2;1,07686053566771;2;M;04;Z;11;2;ZZ;1;22;3;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2010;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;16;2;1;Z;1;1;6;0;2;2;2;3;2;1;0;0;2;0;1;5;1;4;1;1;1,07686053566771;1;M;05;Z;11;2;ZZ;1;22;3;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,07685835285714;Y;M;05;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2003;9;40;009;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;15;2;1;Z;1;2;2;0;1;1;1;1;1;0;0;0;0;0;1;2;0;2;1;0;3,51106929578858;4;M;04;Z;11;2;ZZ;2;22;3;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;1999;8;40;009;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;16;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,07686053566771;1;M;02;Z;11;2;ZZ;1;10;1;11;1;3;770291;3;2;1;Z
77288;ZZZZZ;772880101;0000;0;YY;999;99;2;Z;Z;H;2;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,07685835285714;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2002;9;25;009;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3,55552014598123;1;M;03;Z;11;2;ZZ;2;10;2;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;2010;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,55552014598123;2;M;03;Z;11;2;ZZ;1;22;2;11;2;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,07685835285714;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2006;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;1;Z;3;1;6;1;2;3;4;2;4;0;0;0;0;0;2;6;4;2;1;4;1,07686053566771;2;M;04;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2005;9;40;007;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;02;Z;Z;Z;16;1;2;Z;2;2;2;2;0;0;1;3;2;0;0;0;0;0;2;4;2;2;2;2;3,51106929578858;2;M;06;Z;11;2;ZZ;1;10;3;11;1;4;770291;1;1;2;Z
77288;ZZZZZ;772880101;2010;9;55;002;01;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;11;Z;Z;Z;15;2;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3,51106929578858;1;M;02;Z;11;2;ZZ;1;21;1;11;2;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;2008;9;25;004;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;1;Z;3;2;1;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;0;3,51106929578858;2;M;03;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2010;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;1;3;1;0;0;2;0;1;4;2;2;0;3;1,07686053566771;1;M;04;2;11;2;ZZ;2;22;2;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2011;9;40;001;00;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,07686053566771;1;M;02;Z;11;2;ZZ;1;22;1;11;1;4;770291;3;2;0;Z
77288;ZZZZZ;772880101;2010;9;40;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;22;2;1;Z;1;1;6;0;1;1;1;2;1;0;0;0;0;0;1;3;2;1;1;1;1,07686053566771;1;M;02;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2004;9;25;004;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;14;Z;Z;Z;16;1;2;Z;2;2;1;0;2;2;2;2;2;1;0;0;2;0;1;4;2;2;1;1;1,07686053566771;1;M;03;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2006;9;25;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;18;Z;Z;Z;16;1;2;Z;1;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1,07686053566771;1;M;02;Z;11;2;ZZ;2;21;1;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,07685835285714;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2007;9;25;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;18;Z;Z;Z;16;1;2;Z;3;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1,07686053566771;1;M;03;Z;11;2;ZZ;1;21;2;11;1;5;770291;3;2;2;Z
77288;ZZZZZ;772880101;1992;8;80;017;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;01;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3,69686885561343;3;M;03;0;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2004;9;40;006;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;12;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;2;2;2;2;2;0;0;0;1;0;0;4;1;3;0;2;4,46503148935401;2;M;03;9;11;2;ZZ;1;22;2;25;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2000;9;40;010;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;2;2;Z;Z;1;6;2;2;4;5;2;5;0;1;1;0;0;1;7;1;6;0;5;4,46503148935401;2;M;05;1;11;2;ZZ;2;10;3;12;Z;Z;770291;2;1;1;Z
77288;ZZZZZ;772880101;2001;9;25;010;03;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;02;Z;Z;Z;16;2;1;Z;2;2;3;0;1;1;1;1;1;0;0;0;0;0;1;2;2;0;1;1;3,55552014598123;2;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;1985;7;65;026;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;3,55552014598123;2;M;04;9;11;2;ZZ;1;22;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;0000;0;YY;999;99;2;Z;Z;H;4;Z;2;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3,55551293889478;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;1;1;X;Z
77288;ZZZZZ;772880101;1972;6;55;040;06;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;1;1;1;1;1;0;1;0;0;0;0;2;2;0;0;1;1,07686053566771;3;M;04;0;11;2;ZZ;1;22;3;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2003;9;40;009;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;2;2;2;1;0;0;1;2;2;0;0;0;0;0;1;3;2;1;1;1;1,07686053566771;1;M;04;Z;11;2;ZZ;2;22;2;11;1;4;770291;3;2;0;Z
77288;ZZZZZ;772880101;2011;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;0;0;1,07686053566771;2;M;03;1;11;2;ZZ;1;22;2;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2003;9;55;005;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;17;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1,07686053566771;4;M;02;0;11;2;ZZ;2;21;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2007;9;20;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;13;Z;Z;Z;16;2;2;Z;2;2;2;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1,07686053566771;1;M;02;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2001;9;40;008;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;0;3,69686885561343;1;M;04;9;11;2;ZZ;1;22;2;25;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;1996;8;40;013;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;2;1;6;0;0;0;0;3;0;0;1;1;0;0;2;3;1;2;2;0;3,69686885561343;2;M;04;Z;11;2;ZZ;1;10;3;11;1;4;770291;1;1;2;Z
77288;ZZZZZ;772880101;2004;9;55;006;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;16;Z;Z;Z;15;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4,46503148935401;1;M;02;Z;11;2;ZZ;1;21;2;11;1;2;770291;3;2;1;Z
77288;ZZZZZ;772880101;2002;9;25;006;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;16;Z;Z;Z;16;1;2;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,07686053566771;1;M;02;Z;11;2;ZZ;1;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2003;9;25;009;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;18;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;2;3;1;0;0;2;0;2;5;3;2;1;2;3,51106929578858;2;M;04;2;11;2;ZZ;1;22;2;12;Z;Z;770291;3;2;2;Z
77288;ZZZZZ;772880101;2003;9;25;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;16;2;1;Z;2;1;6;0;2;2;2;1;2;0;0;0;2;0;1;3;2;1;1;2;3,55552014598123;4;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2009;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;2;1;Z;4;1;6;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;2;1;3,51106929578858;2;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2009;9;25;002;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;18;Z;Z;Z;ZZ;1;2;1;Z;2;4;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1,07686053566771;1;M;02;0;11;2;ZZ;2;21;1;22;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2000;9;40;012;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;22;1;1;Z;2;2;6;0;2;2;2;2;2;0;0;0;1;0;2;4;2;2;2;2;1,07686053566771;1;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
